Order_ID,Branch,Order_Date,Order_Priority,Manufacturer,Model_Name,Category,Screen_Size,Screen,CPU,RAM,Storage,GPU,OS,OS_Version,Weight,Price,Quantity,Discount,Total_Price,Profit,Ship_Duration
4032,Orumiyeh,1391-10-10,L,Dell,Latitude 5580,Notebook,"15.6""",1366x768,Intel Core i5 7300U 2.6GHz,4GB,500GB HDD,Intel HD Graphics 620,Linux,,1.93kg,2700000,1,0,2700000.0,250000,10
4033,Tabriz,1396-10-01,M,Dell,Vostro 3568,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.29kg,2000000,1,5,1900000.0,190000,4
4034,Kermanshah,1394-01-18,C,Lenovo,IdeaPad 320-17IKB,Notebook,"17.3""",1600x900,Intel Core i5 7200U 2.5GHz,6GB,1TB HDD,Nvidia GeForce GTX 940M,Windows,10,2.8kg,2100000,1,0,2100000.0,240000,1
4035,Ahvaz,1391-01-20,M,Toshiba,Portege X30-D-10V,Notebook,"13.3""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.05kg,2800000,2,0,5600000.0,590000,4
4036,Tehran,1401-04-05,M,Dell,Vostro 5471,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.7kg,22500000,1,0,22500000.0,2600000,5
4037,Kish,1400-08-28,H,Lenovo,IdeaPad 320-15IKB,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows,10,2.2kg,22300000,1,0,22300000.0,1770000,2
4038,Kermanshah,1397-03-13,L,HP,EliteBook 850,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,1.84kg,7950000,1,0,7950000.0,700000,7
4039,Ahvaz,1398-02-08,L,Acer,TMX349-G2-M-50FS (i5-7200U/8GB/256GB/FHD/W10),Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.56kg,12500000,1,0,12500000.0,1480000,7
4040,Rasht,1392-12-09,H,Lenovo,Yoga 500-14ISK,2 in 1 Convertible,"14.0""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.8kg,1950000,1,0,1950000.0,170000,3
4041,Yazd,1391-02-31,L,Dell,Inspiron 7378,2 in 1 Convertible,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,1950000,1,0,1950000.0,210000,7
4042,Tehran,1397-03-17,H,Lenovo,IdeaPad 320-15IKB,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows,10,2.2kg,5150000,1,0,5150000.0,530000,3
4043,Shiraz,1391-07-19,L,HP,Probook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.07kg,2900000,2,0,5800000.0,480000,7
4044,Tehran,1401-08-08,C,Acer,Spin 3,Notebook,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,6GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.1kg,15700000,1,0,15700000.0,1630000,1
4045,Karaj,1393-07-01,M,Asus,UX410UA-GV097T (i3-7100U/4GB/256GB/FHD/W10),Notebook,"14.0""",Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,2kg,2400000,1,0,2400000.0,190000,5
4046,Isfahan,1395-04-22,L,HP,ProBook 470,Notebook,"17.3""",1600x900,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Nvidia GeForce 930MX,Windows,10,2.63kg,3100000,1,0,3100000.0,290000,8
4047,Kish,1400-09-07,L,Asus,X751NV-TY001T (N4200/4GB/1TB/GeForce,Notebook,"17.3""",1366x768,Intel Pentium Quad Core N4200 1.1GHz,4GB,1TB HDD,Nvidia GeForce 920MX,Windows,10,2.8kg,13100000,1,0,13100000.0,1120000,7
4048,Sari,1391-08-15,L,Lenovo,ThinkPad T460,Notebook,"14.0""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,508GB Hybrid,Intel HD Graphics 520,Windows,7,1.70kg,2950000,1,0,2950000.0,300000,10
4049,Shiraz,1399-11-25,L,HP,ProBook 450,Notebook,"15.6""",1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.1kg,16500000,1,0,16500000.0,1170000,7
4050,Tehran,1402-07-13,M,Lenovo,IdeaPad 320-15AST,Notebook,"15.6""",Full HD 1920x1080,AMD A6-Series 9220 2.5GHz,4GB,128GB SSD,AMD R4 Graphics,Windows,10,2.2kg,19750000,1,0,19750000.0,1760000,4
4051,Isfahan,1402-02-17,M,Dell,XPS 13,Ultrabook,"13.3""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.29kg,76700000,1,0,76700000.0,6900000,4
4052,Isfahan,1393-11-16,L,HP,Noteb Pav,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Windows,10,1.91kg,3350000,1,0,3350000.0,330000,10
4053,Tehran,1392-11-01,M,HP,ProBook 650,Notebook,"15.6""",1366x768,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.31kg,3450000,1,0,3450000.0,350000,6
4054,Kish,1397-05-14,M,Dell,Vostro 3568,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,4GB,256GB SSD,AMD Radeon R5 M420,Windows,10,2.18kg,7200000,2,0,14400000.0,1920000,4
4055,Zanjan,1399-11-28,M,Dell,Inspiron 5570,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,10,2.36kg,24350000,1,0,24350000.0,2220000,5
4056,Shiraz,1398-08-25,M,Dell,Latitude 5580,Notebook,"15.6""",1366x768,Intel Core i5 7300U 2.6GHz,4GB,500GB HDD,Intel HD Graphics 620,Linux,,1.93kg,10000000,1,2,9800000.0,1040000,5
4057,Kish,1401-07-10,H,Acer,Aspire E5-774G,Notebook,"17.3""",1600x900,Intel Core i3 6006U 2.0GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Windows,10,3.3kg,20550000,1,0,20550000.0,2090000,3
4058,Shiraz,1397-03-30,L,Lenovo,IdeaPad 520s-14IKB,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.7kg,5050000,1,2,4949000.0,510000,8
4059,Arak,1391-05-23,M,Asus,VivoBook Max,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920,Linux,,2.1kg,1100000,1,0,1100000.0,100000,5
4060,Ahvaz,1391-11-06,M,Lenovo,B51-80 (i7-6500U/4GB/1008GB/FHD/W7),Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,4GB,1TB Hybrid,Intel HD Graphics 520,Windows,7,2.32kg,2850000,1,0,2850000.0,210000,5
4061,Mashhad,1396-01-25,L,HP,ProBook 450,Notebook,"15.6""",1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.1kg,2550000,1,0,2550000.0,270000,10
4062,Tehran,1401-06-15,M,Dell,Inspiron 5578,2 in 1 Convertible,"15.0""",Full HD / Touchscreen 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.08kg,15350000,1,3,14889500.0,1330000,5
4063,Orumiyeh,1391-01-24,M,MSI,GL72M 7RDX,Gaming,"17.3""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.7kg,2150000,1,0,2150000.0,180000,6
4064,Mashhad,1401-12-08,C,Dell,XPS 13,Ultrabook,"13.3""",Quad HD+ / Touchscreen 3200x1800,Intel Core i5 6300U 2.4GHz,8GB,256GB SSD,Intel HD Graphics 520,Linux,,1.23kg,47350000,1,0,47350000.0,4830000,1
4065,Kish,1401-09-10,M,Lenovo,Ideapad 510S-13IKB,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,4GB,128GB SSD,Intel HD Graphics 620,Windows,10,1.5kg,19300000,1,7,17949000.0,1550000,6
4066,Sari,1395-02-28,L,Dell,Vostro 5370,Ultrabook,"13.3""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.41kg,3250000,1,0,3250000.0,390000,9
4067,Sari,1395-12-22,L,HP,EliteBook 1030,Notebook,"13.3""",Quad HD+ / Touchscreen 3200x1800,Intel Core M 6Y54 1.1GHz,8GB,256GB SSD,Intel HD Graphics 515,Windows,10,1.16kg,6400000,1,0,6400000.0,710000,10
4068,Karaj,1399-08-08,M,HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows,10,2.04kg,28250000,2,0,56500000.0,5970000,6
4069,Yazd,1393-10-26,L,HP,ProBook 440,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.64kg,3500000,1,9,3185000.0,320000,8
4070,Rasht,1392-07-06,L,Dell,Vostro 5471,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.7kg,2650000,2,0,5300000.0,590000,10
4071,Yazd,1397-02-19,L,Lenovo,IdeaPad 320-15IKBN,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Intel HD Graphics 620,No OS,,2.2kg,2950000,1,0,2950000.0,270000,8
4072,Isfahan,1399-04-14,L,Asus,Rog GL552VW-DM201T,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,256GB SSD +  1TB HDD,Nvidia GeForce GTX 960M,Windows,10,2.591kg,17200000,1,0,17200000.0,1650000,8
4073,Ahvaz,1401-07-04,M,Dell,Inspiron 3576,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon 520,Windows,10,2.13kg,22950000,1,0,22950000.0,2350000,4
4074,Mashhad,1397-02-16,M,Asus,ZenBook Flip,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD +  512GB SSD,Intel UHD Graphics 620,Windows,10,1.1kg,9550000,1,0,9550000.0,880000,5
4075,Sari,1396-04-31,M,Dell,Inspiron 5379,2 in 1 Convertible,"13.3""",Full HD / Touchscreen 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.62kg,3050000,1,0,3050000.0,270000,5
4076,Arak,1396-12-12,L,MSI,GL62M 7RD,Gaming,"15.6""",Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.2kg,4950000,1,5,4702500.0,430000,7
4077,Hamedan,1401-08-02,L,MSI,GP62MVR 6RF,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.2kg,48300000,1,0,48300000.0,4380000,10
4078,Shiraz,1391-04-24,M,Dell,Latitude 5480,Notebook,"14.0""",1366x768,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.6kg,2150000,1,0,2150000.0,220000,4
4079,Tehran,1400-02-15,C,HP,Noteb Pav,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,Nvidia GeForce 940MX,Windows,10,1.91kg,20950000,3,0,62850000.0,6800000,1
4080,Shiraz,1398-06-10,H,HP,15-bs053od (i7-7500U/6GB/1TB/W10),Notebook,"15.6""",1366x768,Intel Core i7 7500U 2.7GHz,6GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.04kg,6550000,1,0,6550000.0,610000,2
4081,Tehran,1396-06-13,M,HP,ProBook 430,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel UHD Graphics 620,Windows,10,1.49kg,2650000,1,0,2650000.0,280000,5
4082,Kermanshah,1397-06-08,M,Apple,MacBook Air,Ultrabook,"11.6""",1366x768,Intel Core i5 1.6GHz,4GB,256GB Flash Storage,Intel HD Graphics 6000,Mac OS,X,1.08kg,10400000,1,0,10400000.0,1030000,4
4083,Kish,1400-09-28,L,MSI,GP62MVR 6RF,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 6700HQ 2.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows,10,2.2kg,40500000,1,0,40500000.0,4100000,8
4084,Ahvaz,1399-04-26,L,HP,ProBook 430,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,128GB SSD,Intel UHD Graphics 620,Windows,10,1.49kg,16600000,1,0,16600000.0,1470000,7
4085,Tabriz,1394-09-20,L,Dell,Inspiron 3179,2 in 1 Convertible,"11.6""",Touchscreen 1366x768,Intel Core M 7Y30 1.0GHz,4GB,128GB SSD,Intel HD Graphics 615,Windows,10,1.39kg,2100000,1,0,2100000.0,210000,10
4086,Orumiyeh,1402-06-20,M,HP,Probook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 6200U 2.3GHz,4GB,500GB HDD,Intel HD Graphics 520,Windows,10,2.07kg,45450000,1,0,45450000.0,5050000,5
4087,Zanjan,1397-01-07,M,Lenovo,Thinkpad T570,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 630,Windows,10,1.95kg,5550000,1,3,5383500.0,380000,5
4088,Arak,1393-03-13,M,HP,Spectre 13-V111dx,Ultrabook,"13.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.11kg,4400000,1,2,4312000.0,380000,5
4089,Isfahan,1395-12-28,M,Dell,XPS 13,Ultrabook,"13.3""",Full HD 1920x1080,Intel Core i7 7560U 2.4GHz,8GB,256GB SSD,Intel Iris Plus Graphics 640,Windows,10,1.23kg,5200000,2,0,10400000.0,1230000,6
4090,Tehran,1396-10-28,C,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,No OS,,2.4kg,4400000,1,0,4400000.0,400000,1
4091,Yazd,1400-10-25,M,HP,ProBook 470,Notebook,"17.3""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce 930MX,Windows,10,2.5kg,24600000,1,0,24600000.0,2740000,5
4092,Hamedan,1397-07-29,H,HP,Probook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,1TB HDD,Intel HD Graphics 620,Windows,10,2.04kg,11050000,1,0,11050000.0,1170000,3
4093,Hamedan,1397-09-15,M,Dell,Inspiron 5570,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,10,2.33kg,9550000,1,0,9550000.0,890000,6
4094,Mashhad,1395-01-05,M,Toshiba,Tecra A40-C-1E5,Notebook,"14.0""",IPS Panel 1366x768,Intel Core i5 6200U 2.3GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.75kg,3450000,1,0,3450000.0,440000,4
4095,Orumiyeh,1397-04-07,M,Acer,Aspire A515-51G,Notebook,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,256GB SSD,Intel UHD Graphics 620,Windows,10,2.2kg,5400000,1,0,5400000.0,520000,6
4096,Tehran,1396-12-05,L,HP,ProBook 450,Notebook,"15.6""",1366x768,Intel Core i5 7200U 2.5GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.04kg,3350000,1,0,3350000.0,380000,10
4097,Hamedan,1395-02-04,L,HP,Elitebook 850,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.84kg,4450000,1,3,4316500.0,440000,10
4098,Tehran,1396-05-05,C,Dell,Latitude 5580,Notebook,"15.6""",1366x768,Intel Core i5 7300U 2.6GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,1.93kg,3600000,1,0,3600000.0,380000,1
4099,Isfahan,1396-10-09,L,Dell,XPS 13,Ultrabook,"13.3""",Touchscreen / Quad HD+ 3200x1800,Intel Core i7 8550U 1.8GHz,16GB,512GB SSD,Intel UHD Graphics 620,Windows,10,1.2kg,7900000,1,3,7663000.0,760000,7
4100,Tabriz,1392-12-05,L,Lenovo,ThinkPad E480,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,AMD Radeon RX 550,Windows,10,1.75kg,3250000,1,0,3250000.0,310000,7
4101,Arak,1394-02-24,M,Dell,Inspiron 5770,Notebook,"17.3""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,16GB,256GB SSD +  2TB HDD,AMD Radeon 530,Windows,10,2.8kg,4250000,1,0,4250000.0,520000,6
4102,Rasht,1392-05-17,H,HP,Probook 440,Notebook,"14.0""",Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,512GB SSD,Intel UHD Graphics 620,Windows,10,1.63kg,3500000,1,0,3500000.0,390000,2
4103,Karaj,1396-11-26,M,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,"13.9""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.38kg,6400000,1,0,6400000.0,750000,4
4104,Yazd,1398-05-08,L,Dell,Inspiron 5567,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,16GB,256GB SSD,AMD Radeon R7 M445,Windows,10,2.3kg,14250000,1,0,14250000.0,1170000,7
4105,Shiraz,1398-11-09,M,Lenovo,ThinkPad E480,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.75kg,14000000,2,0,28000000.0,3450000,5
4106,Karaj,1393-02-17,L,HP,ProBook 430,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,4GB,500GB HDD,Intel UHD Graphics 620,Windows,10,1.49kg,2250000,1,0,2250000.0,220000,9
4107,Hamedan,1393-12-03,M,Dell,Inspiron 5579,2 in 1 Convertible,"15.6""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,8GB,1TB HDD,Intel UHD Graphics 620,Windows,10,2.08kg,2750000,1,0,2750000.0,300000,4
4108,Karaj,1393-08-25,M,Google,Pixelbook (Core,Ultrabook,"12.3""",Touchscreen 2400x1600,Intel Core i5 7Y57 1.2GHz,8GB,128GB SSD,Intel HD Graphics 615,Chrome OS,,1.1kg,4150000,1,0,4150000.0,370000,6
4109,Mashhad,1401-11-13,L,Toshiba,Satellite Pro,Notebook,"13.3""",IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.5kg,42400000,1,0,42400000.0,4680000,10
4110,Isfahan,1399-03-27,H,Lenovo,IdeaPad 110-17ACL,Notebook,"17.3""",1600x900,AMD A8-Series 7410 2.2GHz,4GB,128GB SSD,AMD Radeon R5,Windows,10,2.6kg,8800000,1,0,8800000.0,840000,2
4111,Mashhad,1398-02-28,L,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,"11.6""",Touchscreen 1366x768,Intel Celeron Dual Core N3060 1.6GHz,4GB,128GB SSD,Intel HD Graphics 400,Windows,10,1.4kg,6900000,1,0,6900000.0,700000,10
4112,Shiraz,1396-08-10,M,Dell,Inspiron 3567,Notebook,"15.6""",1366x768,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon R5 M430,Linux,,2.3kg,3250000,1,0,3250000.0,390000,6
4113,Sari,1390-10-20,C,HP,ProBook 450,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,2.04kg,1400000,2,0,2800000.0,330000,1
4114,Kish,1399-11-18,L,Lenovo,Yoga 700-11ISK,2 in 1 Convertible,"11.3""",IPS Panel Full HD / Touchscreen 1920x1080,Intel Core M m7-6Y75 1.2GHz,8GB,256GB SSD,Intel HD Graphics 515,Windows,10,1.1kg,30800000,1,0,30800000.0,4330000,9
4115,Orumiyeh,1398-01-21,L,Dell,Vostro 3568,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,128GB SSD,AMD Radeon R5 M420,Linux,,2.18kg,8000000,1,0,8000000.0,710000,8
4116,Tehran,1391-03-07,L,Toshiba,Satellite Pro,Notebook,"15.6""",1366x768,Intel Core i3 7100U 2.4GHz,4GB,500GB HDD,Intel HD Graphics 620,Windows,10,2.0kg,1100000,1,0,1100000.0,110000,9
4117,Yazd,1392-08-11,M,Asus,ZenBook Pro,Notebook,"15.6""",IPS Panel 4K Ultra HD 3840x2160,Intel Core i7 6700HQ 2.6GHz,12GB,128GB SSD +  1TB HDD,Intel HD Graphics 530,Windows,10,2.06kg,3850000,1,0,3850000.0,280000,4
4118,Tabriz,1401-04-20,H,Asus,X555QG-DM242T (A10-9620P/4GB/1TB,Notebook,"15.6""",Full HD 1920x1080,AMD A10-Series A10-9620P 2.5GHz,4GB,128GB SSD +  1TB HDD,AMD Radeon R5 M430,Windows,10,2.2kg,14700000,1,0,14700000.0,1240000,2
4119,Tabriz,1391-08-14,M,HP,ProBook 470,Notebook,"17.3""",Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,Nvidia GeForce 930MX,Windows,10,2.5kg,3050000,1,5,2897500.0,280000,4
4120,Karaj,1394-12-03,H,Samsung,Notebook 9,Ultrabook,"13.3""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,0.81kg,5150000,1,0,5150000.0,350000,3
4121,Rasht,1397-09-10,M,Acer,Aspire A517-51G,Notebook,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Nvidia GeForce MX150,Windows,10,3kg,9550000,1,0,9550000.0,1060000,6
4122,Zanjan,1394-06-12,M,Asus,Zenbook UX410UA-GV027T,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,2kg,3250000,1,0,3250000.0,290000,6
4123,Yazd,1397-03-13,L,Lenovo,Thinkpad T470s,Ultrabook,"14.0""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.32kg,11950000,2,3,23183000.0,2890000,7
4124,Orumiyeh,1401-08-27,H,Dell,Latitude 3380,Notebook,"13.3""",1366x768,Intel Core i3 6006U 2GHz,4GB,128GB SSD,Intel HD Graphics 520,Windows,10,1.65kg,24350000,1,0,24350000.0,3010000,3
4125,Arak,1399-07-28,L,Dell,Inspiron 5770,Notebook,"17.3""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,128GB SSD +  1TB HDD,AMD Radeon 530,Windows,10,2.8kg,31150000,1,0,31150000.0,2700000,8
4126,Ahvaz,1398-04-14,H,Lenovo,ThinkPad E480,Notebook,"14.0""",IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,8GB,256GB SSD,Intel UHD Graphics 620,Windows,10,1.75kg,13350000,1,0,13350000.0,1340000,3
4127,Sari,1391-10-07,M,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,4GB,1TB HDD,Nvidia GeForce GTX 1050,Windows,10,2.4kg,3200000,1,0,3200000.0,280000,4
4128,Kish,1390-12-12,M,Asus,Vivobook E200HA,Netbook,"11.6""",1366x768,Intel Atom x5-Z8350 1.44GHz,2GB,32GB Flash Storage,Intel HD Graphics 400,Windows,10,0.98kg,300000,1,0,300000.0,20000,6
4129,Arak,1395-02-06,M,Dell,Inspiron 3567,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,AMD Radeon R5 M430,Windows,10,2.2kg,2550000,1,3,2473500.0,270000,5
4130,Yazd,1392-07-26,L,Lenovo,IdeaPad 520s-14IKB,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.7kg,2100000,1,2,2058000.0,180000,7
4131,Ahvaz,1398-06-20,H,Dell,Vostro 3568,Notebook,"15.6""",1366x768,Intel Core i3 6006U 2GHz,8GB,256GB SSD,Intel HD Graphics 520,Windows,10,2kg,7700000,1,0,7700000.0,1030000,2
4132,Mashhad,1401-04-02,M,HP,ProBook 640,Notebook,"14.0""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,8GB,256GB SSD,Intel HD Graphics 620,Windows,10,1.95kg,25050000,1,0,25050000.0,2460000,4
4133,Tehran,1392-07-03,M,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,1TB HDD,AMD Radeon 530,Windows,10,2.1kg,2150000,2,0,4300000.0,540000,6
4134,Rasht,1397-09-08,L,Dell,Inspiron 5577,Gaming,"15.6""",Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,16GB,512GB SSD,Nvidia GeForce GTX 1050,Windows,10,2.56kg,14050000,2,0,28100000.0,3080000,7
4135,Orumiyeh,1398-03-02,L,Dell,Vostro 5568,Notebook,"15.6""",Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,8GB,256GB SSD,Nvidia GeForce 940MX,Windows,10,2.18kg,14000000,1,0,14000000.0,1260000,7
4136,Mashhad,1396-06-28,M,Asus,VivoBook Max,Notebook,"15.6""",Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,4GB,1TB HDD,Nvidia GeForce 920,Linux,,2.1kg,1950000,1,0,1950000.0,200000,5
